"","cid","PA1","PA2","PA4","PA3","cluster"
"45",45,1.44818479428762,-0.853710915648803,-1.26997002824337,0.323544054922358,2
"46",46,-0.0681884486242238,-1.07089009797298,-0.457370227418639,0.760489662492852,2
"47",47,1.15363099987008,0.760728474332133,0.0853509212496165,-0.589220559041087,1
"48",48,1.15193420041449,0.725868320082258,1.24670754773507,-0.0537909300283979,4
"49",49,1.54538007743402,-0.981126304462466,0.426078816865773,-2.06107934274224,5
"50",50,-0.540278826953931,-1.16770467136244,1.38676614528028,-0.856528393257241,5
"51",51,0.159891950786605,-0.0557499673984393,-0.630039355084604,0.671545976543057,1
"52",52,-0.497547923662914,-0.354908856309352,-0.452814854667118,-0.0312421729837542,3
"53",53,0.677444490713266,0.113553568552997,0.617541179177574,0.0593446722222826,4
"54",54,0.473865668473399,-1.15750026298696,0.706541868923916,-1.14395333798897,5
"55",55,0.52468316553058,1.00589566154939,0.326638543794572,0.166491266027076,4
"56",56,0.30975455560475,-0.165016356588082,-0.389244484689993,-1.48582476625895,5
"57",57,0.134672349812791,-1.53972944450947,-1.01607298280345,0.359196710892411,2
"58",58,0.0564972483650926,0.192706067308059,0.609889443241828,0.641232562491018,4
"59",59,0.733365939618374,0.421403195639427,0.92929313058475,-0.405714993252291,4
"60",60,0.590260264553371,0.474716696352117,-0.182450402822451,-0.525520534533573,1
"61",61,0.678577519673405,-0.217761173195688,-0.278066367170231,-0.570228617288618,1
"62",62,-1.17302198230543,-0.112868764224794,-0.546985741633088,-0.0782618532086081,3
"63",63,0.752349386197773,0.118982995923429,-0.544992276369578,0.112263251048218,1
"64",64,-1.4280310413882,0.644671546707518,-0.52373230404434,-0.844934945975967,3
"65",65,0.586135017893648,0.194505721540186,0.0503732989069938,-1.03959181478808,1
"66",66,0.360545089034075,1.3800376121205,-0.775958282175044,0.201278171907075,1
"67",67,0.00526078925938132,0.541093703970563,-1.27878411441282,0.148108578599699,1
"68",68,-0.151674606578702,-0.988655043018728,0.330446974885818,0.878999824486361,2
"69",69,-0.0568621305264499,0.795185994552105,0.0730081700511332,-0.711589727100018,1
"70",70,-1.04087966726185,-0.317506280013162,0.0862019159883149,-0.90696793626133,5
"71",71,0.431282692211547,0.330438694569466,0.424193199704748,-0.586515872280318,4
"72",72,-0.735170511933085,0.594854032660451,-1.10144831881149,1.05924215464109,3
"73",73,0.647089187795371,0.772940153775794,0.697624134527355,-0.314542213782831,4
"74",74,0.0282679451613033,-0.614825036707159,-1.59521351834324,0.0652011672271877,1
"75",75,-1.83008762542065,1.10820842933965,-1.07898626898865,0.352499456950644,3
"76",76,-1.38495598840359,0.744810303493274,-0.362256145685922,0.238214940437683,3
"77",77,0.741020009880535,1.23154367477364,2.27431631041489,0.95752414551556,4
"78",78,0.982330381809657,0.227829026667187,1.00703239545137,0.148180494977546,4
"79",79,-0.00464327758628527,1.50609873950158,0.223422812558443,0.532867780363463,4
"80",80,0.362558619982484,1.02207117272332,-1.22156906233853,0.858778461833858,1
"81",81,0.741020009880535,1.23154367477364,2.27431631041489,0.95752414551556,4
"82",82,-1.02693243057495,-0.24968723802819,0.0817091765833801,-0.181085030859544,3
"83",83,-0.235776854482505,-0.362583750431784,-0.0684766605951833,-0.145594498467114,3
"84",84,1.32292826297157,-0.27653942861679,1.10506810255789,-0.272064118314981,4
"85",85,-0.564679706257823,0.551969203148252,0.341225212593969,-0.0367989832509252,4
"86",86,-0.676524830675777,-0.815637001466726,-0.73917618086403,-0.158038485207079,3
"87",87,-2.2707209517238,-0.709945371638054,-0.740972805305131,0.376145220743714,3
"88",88,0.648450684117997,0.0788852381243518,0.326927002575743,-0.405677797732757,4
"89",89,-0.603666796896217,-0.303370820157704,-0.789813736254823,-0.687063310917419,3
"90",90,-0.0913815517900818,0.414344462246844,-1.3644438326618,1.06209385477443,1
"91",91,-0.749520753110715,0.562039709761537,0.970599037837822,0.11805011678979,4
"92",92,0.583466199303964,-2.15687937460875,0.0668006933169611,1.2466897425246,2
"93",93,-0.0667002972305314,0.0486270155289282,-0.0898711348037257,-0.285737840299592,1
"94",94,1.19409056934821,-0.393023849635201,-0.83141763181053,0.0366248998494906,2
"95",95,0.391343596496045,0.643095931813887,-0.887584056659682,-0.815382256309147,1
"96",96,-0.211063209629479,0.752796696619038,0.54518950641499,-1.09334911768198,4
"97",97,-0.796144263350007,-0.425227334895202,-0.535728585439514,0.498460597609297,3
"98",98,-1.61333047963468,1.44214144865138,-0.807623958351413,-0.0977361207448744,3
"99",99,-0.304704002582879,1.40114727704298,2.28006063545378,0.902464715808104,4
"100",100,-2.47041754731523,-0.815886235376184,-0.381499512097587,0.343565187885402,3
"101",101,-2.07474251467712,-1.30063124194449,0.101390333747614,-1.93353703379326,5
"102",102,0.655374524601667,0.589610981203994,0.952618008211199,0.372772095169875,4
"103",103,-0.447491757110981,-0.232848376421211,-0.53063768588516,-1.12923635594321,5
"104",104,-1.38098352289652,0.905975523993359,-1.46111245026198,-0.397047329292953,3
"105",105,-0.590493843136523,-0.201298627911374,-0.728285023532758,1.22073066374521,3
"106",106,-0.107774637848237,0.679131291951118,-1.34934698796461,0.0179488501692216,1
"107",107,-0.243017476523357,0.697591387974067,0.244288144858463,-0.412595111859046,4
"108",108,-0.093158901814111,0.680270969592175,1.26595582995095,0.900952027701648,4
"109",109,-0.0341547278772034,-0.275103794191592,0.984609387242884,0.676175532283591,4
"110",110,0.23925301993527,1.01908255477754,1.00776233301955,0.635669847421609,4
"111",111,0.836035411456243,0.498682781679869,0.965877607688875,-0.850645083870078,4
"112",112,0.333170796857803,0.924591302640684,1.31149931027798,0.189747894068111,4
"113",113,-0.032352045197873,0.37696115188467,0.800141190318652,-0.351157936030687,4
"114",114,0.386165361498254,1.07017782701987,-0.942394162628483,-1.54217122100421,1
"115",115,1.28395439228083,0.934661072564377,-1.03086654795716,0.679966943418173,1
"116",116,0.301434955996604,0.91819959621442,-1.07018364937616,-0.0128584331442819,1
"117",117,-0.545751232053188,1.16319176127706,0.634623546086061,1.03725598670967,4
"118",118,0.251402253477335,-0.545471323765201,0.197148176688023,0.652552148677241,2
"119",119,0.733943085742222,-0.262810448818841,-0.937508932963297,1.03768741145246,2
"120",120,-0.331568743396092,0.231989185731184,-0.694739871084512,1.24379784773764,3
"121",121,-0.105413925130634,1.02237321243299,-0.946545255426448,0.538300507057527,1
"122",122,0.795201316690754,1.29217576803684,0.124529128532868,-0.539906950635312,1
"123",123,0.840178754906842,0.56825382967738,0.129025084120475,-1.7115816226884,1
"124",124,-0.334845571500194,1.00892815433001,-1.02408506731878,1.14754895952651,1
"125",125,-0.712221575429102,0.366344002321097,1.29919040184018,0.154423066532068,4
"126",126,0.0449470612356964,0.674051903725462,0.815401119728922,-1.16964136068605,4
"127",127,0.442563288846163,0.713369101419875,0.71668327547081,-0.0685768730088165,4
"128",128,1.41875794066863,-2.50580498480095,0.832843196409495,0.477740859172722,2
"129",129,1.39382661071449,-0.281475689168826,-0.150565711405661,0.543313118317162,2
"130",130,1.03267158368701,-0.448436305303904,0.262234651433402,1.22237666975615,2
"131",131,-0.250832747553232,0.613112228677996,0.792797914036091,-0.750102590683114,4
"132",132,1.27238766981366,-1.29823941370108,-1.18626492656738,-0.983645823480366,2
"133",133,-0.200119306260342,-0.0336715972988059,-1.39248186938866,-0.111858799017084,1
"134",134,-0.382669265253735,-0.763533105845188,-0.165426692466848,1.00379400467804,2
"135",135,0.718453644996137,-0.0583789174103074,-1.13598151528034,-0.353488580464057,1
"136",136,1.17381604105475,-0.660394741961554,0.336323417096899,0.367205725656327,2
"137",137,-0.545416227611858,0.305938249505044,0.612218429631956,-0.709780628946725,4
"138",138,0.458632560759989,-0.0522877221407215,0.215131043684707,-0.80424292629499,1
"139",139,-1.34850112445195,0.589594116926177,-0.193790978533625,1.26099563453351,3
"140",140,0.706072608599674,0.979777316678663,0.293832270416968,0.0166027333029823,4
"141",141,-1.03390623831379,-0.57186170769478,-1.14188886253848,0.737755538295162,3
"142",142,-0.341795921976565,-0.637313349016574,-0.65576782038381,-1.18387382745295,5
"143",143,-1.45527832708205,-0.348064783895531,-0.170276000123887,0.728129120561651,3
"144",144,0.478036535932963,-0.438186881522325,-0.585035462974967,-0.504722603277114,1
"145",145,-1.12703307096233,-0.0452872121028248,-1.0633273300933,-0.268887633619619,3
"146",146,0.380122457172607,0.917897961827576,1.63471644672471,-0.300466405172294,4
"147",147,0.274070656002047,-0.538610118411274,-0.426788186813785,1.14015465649414,2
"148",148,0.00745453619492759,-1.02178464344773,-0.38609617707527,0.117246927915832,2
"149",149,0.526663179140274,0.5776432191554,0.50050138250822,-0.285878503055585,4
"150",150,-0.0988160416865653,0.575050757701755,-0.405817055301466,0.591469335224532,1
"151",151,1.17049396212045,1.17843446212328,-0.0789778868453309,-0.704144720161951,1
"152",152,1.41533130304752,0.950012780700458,-0.0372822838093166,-0.0161884361008462,1
"153",153,0.813609178394649,-1.27247876282074,-0.323470361144586,0.892432898889515,2
"154",154,-0.176355260515357,0.375946789416322,0.207841455310295,-0.11131383189078,4
"155",155,-0.194838267563171,-0.22282162418188,-0.662456662783605,-0.294331999896195,1
"156",156,-0.66162732586942,1.11841172441349,-1.38831688639898,0.124105444176024,1
"157",157,0.117704113790824,-0.185130223904255,-0.384428275578078,0.626159648330455,2
"158",158,0.511032949763552,-0.0649683307753683,0.0482033041680967,0.000889791340839463,1
"159",159,0.625797513187638,0.16006873742306,-0.978244391477069,-0.0257694275862367,1
"160",160,1.20692437136595,-2.07463551135121,-0.656142761921267,1.17399935863115,2
"161",161,-0.841640872414993,1.12841807678066,-0.535726302970327,-0.564807250560271,1
"162",162,-0.817251325467541,0.0597667075786227,-0.304142622484736,-0.0824292188948155,3
"163",163,-1.03641302004988,0.920537407387093,-0.188727447357951,0.18941976680277,3
"164",164,-0.718796847171017,0.664227846215799,-0.889526285145469,-0.444917099056664,1
"165",165,-1.02046815435565,-1.56042645709984,-0.631305110736175,0.174020196434998,3
"166",166,-0.191712049498643,0.997416308404174,0.814885658891758,0.902732485514552,4
"167",167,0.180193003763738,0.858260279427095,0.537741370155667,0.699444456774987,4
"168",168,0.0996997039496039,0.889876305176732,-0.418553846861266,-1.28425219558276,1
"169",169,0.437073060894412,0.192515179136112,-0.0342662963785739,0.49146565803167,1
"170",170,0.517309362934584,0.922102156119014,1.71161506865139,0.83153293529465,4
"171",171,0.711308174919367,1.00282706593993,-0.589253692361242,0.709096987456264,1
"172",172,-1.07858466177088,0.626761737417033,-0.0431723483697909,-1.33182669154695,5
"173",173,-1.28781385846919,-1.3301166679029,0.418145369725807,-1.73287495085712,5
"174",174,1.44776780936725,0.72072383501942,-0.378777117721979,-0.832647884937702,1
"175",175,-0.0331802361265516,0.491507932574845,0.981619174441536,-0.0697014921984167,4
"176",176,1.0062728423607,1.19909867439949,-0.901712220199403,-2.05345887474663,1
"177",177,1.50275723724058,-0.808131186232584,-0.764229590733162,-0.0306290477526324,2
"178",178,0.88444233370072,-0.0256286413797459,0.502599524300666,0.67073040376618,4
"179",179,0.310959518597857,0.508605494217547,-1.38321214463681,0.0438461112650728,1
"180",180,0.772715277803559,-1.19782346240506,-1.29254131632385,0.578425138375806,2
"181",181,-1.49044052744794,-0.362129569661163,0.319653871649429,0.690750118807445,3
"182",182,-0.757127114628844,0.315134026568955,-1.02491352275774,1.07911596167018,3
